batch_number,task_count,timestamp,node_id,node_name,cpu_utilization_pct,memory_utilization_pct,gpu_utilization_pct,cpu_used_mc,cpu_total_mc,memory_used_bytes,memory_total_bytes,gpu_used,gpu_total
7,700,2026-01-12T04:10:37.059742103Z,node.Y7enFAt94fak68tn2EsaYM,node.2,90.10,55.87,0.00,43247,48000,57589891072,103079215104,0,6
8,800,2026-01-12T04:10:42.004730301Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,98.10,64.15,0.00,47087,48000,66129494016,103079215104,0,6
8,800,2026-01-12T04:10:42.006650139Z,node.Y7enFAt94fak68tn2EsaYM,node.2,93.71,58.17,0.00,44982,48000,59958624256,103079215104,0,6
9,900,2026-01-12T04:10:47.880296025Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,97.80,61.71,0.00,46946,48000,63613960192,103079215104,0,6
9,900,2026-01-12T04:10:47.882687247Z,node.Y7enFAt94fak68tn2EsaYM,node.2,97.87,60.35,0.00,46979,48000,62208868352,103079215104,0,6
10,1000,2026-01-12T04:10:52.956243419Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,92.94,60.00,16.67,44613,48000,61847109632,103079215104,1,6
10,1000,2026-01-12T04:10:52.957899709Z,node.Y7enFAt94fak68tn2EsaYM,node.2,97.51,63.57,0.00,46807,48000,65524465664,103079215104,0,6
11,1100,2026-01-12T04:10:58.326056858Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,97.19,60.15,16.67,46653,48000,62004396032,103079215104,1,6
11,1100,2026-01-12T04:10:58.327593441Z,node.Y7enFAt94fak68tn2EsaYM,node.2,94.83,61.26,16.67,45517,48000,63146295296,103079215104,1,6
12,1200,2026-01-12T04:11:03.248179279Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,97.45,66.15,16.67,46778,48000,68182605824,103079215104,1,6
12,1200,2026-01-12T04:11:03.249954968Z,node.Y7enFAt94fak68tn2EsaYM,node.2,89.85,53.33,33.33,43127,48000,54970548224,103079215104,2,6
13,1300,2026-01-12T04:11:08.603031479Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,94.30,57.14,16.67,45266,48000,58894319616,103079215104,1,6
13,1300,2026-01-12T04:11:08.604751129Z,node.Y7enFAt94fak68tn2EsaYM,node.2,96.57,60.44,33.33,46353,48000,62300094464,103079215104,2,6
14,1400,2026-01-12T04:11:13.854252197Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,96.27,60.49,0.00,46210,48000,62354620416,103079215104,0,6
14,1400,2026-01-12T04:11:13.856521671Z,node.Y7enFAt94fak68tn2EsaYM,node.2,97.33,64.59,33.33,46718,48000,66580381696,103079215104,2,6
15,1500,2026-01-12T04:11:18.754141244Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,98.36,64.76,16.67,47211,48000,66754445312,103079215104,1,6
15,1500,2026-01-12T04:11:18.75621744Z,node.Y7enFAt94fak68tn2EsaYM,node.2,97.64,63.70,33.33,46869,48000,65656586240,103079215104,2,6
16,1600,2026-01-12T04:11:23.914408432Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,98.02,62.70,16.67,47048,48000,64634224640,103079215104,1,6
16,1600,2026-01-12T04:11:23.916183772Z,node.Y7enFAt94fak68tn2EsaYM,node.2,98.51,62.11,16.67,47287,48000,64019759104,103079215104,1,6
17,1700,2026-01-12T04:11:29.736721076Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,97.18,66.74,0.00,46648,48000,68793925632,103079215104,0,6
17,1700,2026-01-12T04:11:29.738501136Z,node.Y7enFAt94fak68tn2EsaYM,node.2,0.00,0.00,0.00,0,48000,0,103079215104,0,6
18,1800,2026-01-12T04:11:35.557016391Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,98.21,62.60,0.00,47143,48000,64531464192,103079215104,0,6
18,1800,2026-01-12T04:11:35.558709512Z,node.Y7enFAt94fak68tn2EsaYM,node.2,1.02,0.68,0.00,489,48000,698351616,103079215104,0,6
19,1900,2026-01-12T04:11:44.637324705Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,96.45,58.10,33.33,46296,48000,59884175360,103079215104,2,6
19,1900,2026-01-12T04:11:44.638783379Z,node.Y7enFAt94fak68tn2EsaYM,node.2,0.00,0.00,0.00,0,48000,0,103079215104,0,6
20,2000,2026-01-12T04:12:01.41151353Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,37.76,23.41,50.00,18125,48000,24129830912,103079215104,3,6
20,2000,2026-01-12T04:12:01.41412855Z,node.Y7enFAt94fak68tn2EsaYM,node.2,0.00,0.00,0.00,0,48000,0,103079215104,0,6
