batch_number,task_count,timestamp,node_id,node_name,cpu_utilization_pct,memory_utilization_pct,gpu_utilization_pct,cpu_used_mc,cpu_total_mc,memory_used_bytes,memory_total_bytes,gpu_used,gpu_total
17,1700,2026-01-12T04:22:49.478162215Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,95.95,60.81,16.67,46054,48000,62684921856,103079215104,1,6
17,1700,2026-01-12T04:22:49.48098876Z,node.Y7enFAt94fak68tn2EsaYM,node.2,59.85,36.49,100.00,28729,48000,37612421120,103079215104,6,6
17,1700,2026-01-12T04:22:49.483070883Z,node.Rwk8GopPaY4eVoAocvH9t7,node.3,64.04,37.99,83.33,30741,48000,39159070720,103079215104,5,6
17,1700,2026-01-12T04:22:49.485108206Z,node.JvECnV95brjeA43d7UkKis,node.4,66.92,39.68,0.00,32123,48000,40902852608,103079215104,0,6
18,1800,2026-01-12T04:22:54.378430756Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,96.60,63.53,33.33,46369,48000,65490911232,103079215104,2,6
18,1800,2026-01-12T04:22:54.380158889Z,node.Y7enFAt94fak68tn2EsaYM,node.2,90.38,52.99,83.33,43380,48000,54624518144,103079215104,5,6
18,1800,2026-01-12T04:22:54.381821062Z,node.Rwk8GopPaY4eVoAocvH9t7,node.3,90.94,53.69,100.00,43652,48000,55346987008,103079215104,6,6
18,1800,2026-01-12T04:22:54.383805474Z,node.JvECnV95brjeA43d7UkKis,node.4,63.25,38.65,100.00,30362,48000,39840645120,103079215104,6,6
19,1900,2026-01-12T04:22:59.428571022Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,86.89,55.82,0.00,41706,48000,57539559424,103079215104,0,6
19,1900,2026-01-12T04:22:59.430286554Z,node.Y7enFAt94fak68tn2EsaYM,node.2,60.86,35.37,0.00,29214,48000,36464230400,103079215104,0,6
19,1900,2026-01-12T04:22:59.431933636Z,node.Rwk8GopPaY4eVoAocvH9t7,node.3,94.42,57.04,16.67,45320,48000,58797850624,103079215104,1,6
19,1900,2026-01-12T04:22:59.433553148Z,node.JvECnV95brjeA43d7UkKis,node.4,53.62,31.16,100.00,25738,48000,32124174336,103079215104,6,6
20,2000,2026-01-12T04:23:14.842842599Z,node.a83KJV8fr8gPBC3fwv5Avb,node.1,42.13,25.74,83.33,20224,48000,26534215680,103079215104,5,6
20,2000,2026-01-12T04:23:14.844986561Z,node.JvECnV95brjeA43d7UkKis,node.4,23.40,14.17,50.00,11232,48000,14603517952,103079215104,3,6
20,2000,2026-01-12T04:23:14.847050833Z,node.Y7enFAt94fak68tn2EsaYM,node.2,0.00,0.00,0.00,0,48000,0,103079215104,0,6
20,2000,2026-01-12T04:23:14.849240505Z,node.Rwk8GopPaY4eVoAocvH9t7,node.3,16.20,10.43,33.33,7777,48000,10753146880,103079215104,2,6
